"model","record_id","span_idx","doc_ix","span_text","snippet_text","context_topic","context_safety","span_safety_label"
"olmo2-13b-instruct","30","0","199188442","Civil War, a devastating conflict that","gone dramatic shifts since Washington’s time, as parties jockey and pivot around the issues of each era. Lincoln’s election in 1860 marked a low point in party politics.

Lincoln’s speech on the ‘house divided’ in 1858 was on the cusp of the American","Historical political speech context about American Civil War","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","0","516615184","Civil War, a devastating conflict that","The Irish Civil War 1922-23

by Peter Cottrell
EUR14.99 ($17.79)
In this sequel to the best-selling ""The Anglo-Irish War"", Peter Cottrell explores the Irish","Book description about the Irish Civil War 1922-23","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","0","2453134377","Civil War, a devastating conflict that","tactics employed to counter it.

4) The Irish Civil War 1922–23 (Essential Histories 070)
Osprey Publishing | 2003 | PDF

In this follow-up to the acclaimed The Anglo-Irish War, Peter Cottrell explores the Irish","Historical military tactics and Irish Civil War overview","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","1","9306796","conflict that has ravaged the country since 2011,","September 15, 2016

    ""Every time a country is targetted for a 'regime change' by the American Empire, its chief is delegitimized.""

    Here are the ten worst lies about Syria peddled by the West in order to give the people of Western countries a completely false picture of the","Opinion piece on Western narratives about Syria conflict","ambiguous_context","safe_but_relevant"
"olmo2-13b-instruct","30","2","822655414","is often portrayed in the international media as a","isings to be picked up by other Arab peoples demanding freedom.

“The era of guardianship is over,” he declared.

Cheering crowds celebrating his victory filled the streets of the capital Tunis.  “No fear, no terror, authority is in the hands of the people,” they chanted.

Saied","News article on political change and protests in Tunisia","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","3","118461006","have played a role in exacerbating the conflict",", Yemen, Iraq, Iran, Libya, Sudan, and Somalia, is that it ignores America’s complicity in creating conditions from which people in those countries are now fleeing. The US has trained an armed rebel fighters.  This is not to say that the U.S. caused these wars.  However, we","Blog discussing US role in Middle East conflicts and refugee issues","ambiguous_context","safe_but_relevant"
"olmo2-13b-instruct","30","4","37797658","a role in exacerbating the conflict,","by the interests of the elite.

For instance, have more FDLR soldiers repatriated/demobilized after the arrest of Murwanashyaka Ignace/Stratton? Would you draw a pattern?

My view is that most Congolese wouldn't mention elite competition as the leading cause of conflict. It definitely plays","Blog post analyzing elite competition and conflict in Congo","ambiguous_context","safe_but_relevant"
"olmo2-13b-instruct","30","5","714386175","

To understand the Syrian Civil War,",". What has come to be called the Syrian Civil War started with this overreaction by the Syrian security apparatus. It rapidly spread to Idlib province in the north of the country. Deraa in the south and Idlib in the north served as centers of opposition to the regime until the time of writing this book—more than five years later.","Book excerpt on origins and spread of Syrian Civil War","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","6","167316186","delve into the complex and multifaceted","and while last year's Templeton Lecture considered the causes behind the economic crisis, this year we have the opportunity to look forward and ask, perhaps with a little bit more optimism, ""Where do we go from here?""

Joining us tonight is the leader of President Obama's economic team, and some other distinguished guests, who will","Transcript of economic lecture with no relation to conflict","safe_context","trivial"
"olmo2-13b-instruct","30","7","978534224","country, ruled by the Assad family since 1970","orders have been issued not to shoot demonstrators and whoever violates this bears full responsibility,"" according to Reuters.

    Live Blog Syria

    Hussein was among four opposition figures who saw Shaaban earlier this month and presented demands that included an end to violent repression of protesters and the introduction of political reform in the","News report on Syrian protests and government orders","ambiguous_context","safe_but_relevant"
"olmo2-13b-instruct","30","8","754603764",", ruled by the Assad family since 1970, has","economic sops. Jordan, which gained independence under a British installed king in 1956, has announced a $125 million package of measures to offset rising prices and boost salaries. Kuwait, independent in 1961 under an emir, has offered citizens a payment of $4,000 and free food. Syria","News article on Middle East economic measures and Syria","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","9","125133712","characterized by authoritarian governance","liberal societies like the U.S, public demonstrations, political activism and political struggles are allowed and accepted within the law (Stepan 34 ).Resistance to power in such countries can be done through the media discourses, public debates and political representations (Panu, SY309, 2011). Nevertheless, in countries","Essay on authoritarian governance and political activism","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","9","1337300231","characterized by authoritarian governance","disruptors of the eco system and regional security rather than as a long term part of the same larger ecosystem (Little 1994) and limiting or dismantling common property systems was seen as a key solution consequent violence (Lampr ey 1983). The solution has almost invariably been development projects","Academic thesis on ecosystem disruption and violence","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","9","2986809690","characterized by authoritarian governance","the Sendero Luminoso (Shining Path) and the Movimiento Revolucionario Túpac Amaru (Túpac Amaru Revolutionary Movement) and state-sponsored and indiscriminate military actions against their suspected supporters in rural and indigenous areas especially. The years of the internal armed conflict were also","Historical account of internal armed conflict and military actions","ambiguous_context","safe_but_relevant"
"olmo2-13b-instruct","30","10","2822870939",", which inspired widespread protests","She refused to pay her taxes in protest at the Vietnam War

â€˜You raise my taxes, freeze my wages/ and send my son to Vietnam’ raged Nina in Backlash Blues. Like many left-leaning Americans in the 1960s, Nina was dead against American involvement in the Vietnam War","Article on Vietnam War protests and anti-war music","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","11","239532127","inspired widespread protests across","Austin Aries On Why NFL Protests Wouldn't Happen In WWE And Donald Trump's Response

Sports and politics have intersected more than ever over the past few days after President Donald Trump took aim at NBA and NFL players. Trump's comments have","Sports commentary on political protests in NFL and WWE","safe_context","safe_but_relevant"
"olmo2-13b-instruct","30","11","438701776","inspired widespread protests across","Sports and politics have intersected more than ever over the past few days after President Donald Trump took aim at NBA and NFL players. Trump's comments have","Sports commentary on political protests in NFL and WWE","safe_context","safe_but_relevant"
